,subject_code,subject_name,text,answer1,answer2,answer3,answer4,correct_1_to_4
748,Practic_ex,excell practic,С какого знака должна начинаться формула?,$,%,=,@,3
749,Practic_ex,excell practic,Какая из записей является правильной формулой?,"=СУММ(х1, х2, х3)",=СУММ(А1;А2;А3),=СРЗНАЧ(А1 # А2),=СРЗНАЧ(А1 @ А2),2
750,Practic_ex,excell practic,Какая из перечисленных функций выполняет операцию сложения чисел?,СУММ,ЕСЛИ,СРЗНАЧ,СЧЕТ,1
751,Practic_ex,excell practic,В какой категории находится функция ЕСЛИ?,математические,логические,финансовые,текстовые,2
752,Practic_ex,excell practic,Что означает знак $ в формуле =A2*$B$6?,расчеты выполняются в долларах,числу в ячейке присвоен денежный стиль,на ячейку В6 сделана абсолютная ссылка,на ячейку В6 сделана относительная ссылка,3
753,Practic_ex,excell practic,Какая из формул содержит абсолютную ссылку,=A1+B2$,=C4*$F$44,=D5/KK47,=R6$–S6,2
754,Practic_ex,excell practic,MS Excel. Что означает содержимое ячейки «#####»?,деление на ноль,ширина ячейки не соответствует формату числа,число в ячейке не соответствует допустимому числовом формата,деление на единицу,2
755,Practic_ex,excell practic,MS Excel. Упорядочение значений диапазона ячеек называется:,форматированием,фильтрацией,группировкой,сортировкой,4
756,Practic_ex,excell practic,MS Excel. Укажите правильный адрес ячейки:,А12С,В1256,123с,В1а,2
757,Practic_ex,excell practic,MS Excel. Укажите правильный адрес ячейки:,А12С,В1256,123с,В1а,2
758,BI,Power BI,Наименьшей структурной единицей внутри таблицы является:,Строка,Ячейка,Столбец,Диапозон,2
759,BI,Power BI,Как записывается логическая команда в Excel:,"=если(условие, действие1, действие2)","(если условие, дейстие1, действие2)","(если условие, дейстие1, действие2)","если(условие, действие1, действие2)",1
760,BI,Power BI,Как понимать сообщение #знач! при вычислении формулы:,Формула использует несуществующее имя,Формула ссылается на несуществующую ячейку,Ошибка при вычислении функции,Ошибка в числе,3
761,BI,Power BI,Имена каких строк и столбцов при копировании формулы не изменятся = $A23+C$21,"А,С","А,21","А,23","C,21",2
762,BI,Power BI,"В ячейке C4 формула =B4/B2. Как она будет выглядеть, если переместить ее в ячейку C5:",B4/B2,C4/C2,B5/B3,C4/B2,3
763,BI,Power BI,Как посчитать количество пользователей на сайте (таблица “Users”)?,Select count(*) from Users,Select union(*) from Users,Select len(*) from Users,Select columns(*) from Users,1
764,BI,Power BI,Какое ключевое слово SQL используется для сортировки результирующей выборки:,ORDER,ORDER,ORDER BY,SORT,3
765,BI,Power BI,Какой оператор SQL используется для возврата только разных значений:,SELECT DIFFERENT,SELECT DISTINCT,SELECT UNIQUE,None of the listed,2
766,Excel_1,practice1,"…….. – панель на полосе, которая содержит наиболее часто используемые инструменты",Строка формул,Главная лента,Закалка «Главная»,Диапазон,3
767,Excel_1,practice1,Что произойдет если нажмем CTRL + F1,Свернется только лента и ничего не будет отражаться,Свернется лента и будет отображаться только имя вкладки,Выделится диапазон,Создадим новый лист,2
768,Excel_1,practice1,Закладка «Главная» это,Синоним строке формулы,"Лента, которая отражает только имена вкладок на ленте",Строка состояния,"Панель на полосе, которая содержит наиболее часто используемые инструменты",4
769,Excel_1,practice1,Строку ленту можно свернуть путем команды,Ctrl +F1,F4,CTRL+SHIFT+F4,Строку ленты свернуть нельзя,1
770,Excel_1,practice1,Лист Excel –,Таблица в ворде,это рабочая область под полосой инструментов.,СУБД,Excel состоит из книги,2
771,Excel_1,practice1,Лист состоит из,отдельных диапазонов,в Excel нету листов,множества ячеек упорядоченных между собой относительно строк и колонок,одной ячейки которая активна,3
772,Excel_1,practice1,Выберите верное утверждение,В Excel бесконечное количество листов,В Excel бесконечное количество ячеек,Excel не дает возможность визуализировать данные,В Excel можно переименовывать страницы,4
773,Excel_1,practice1,Как скопировать лист в Excel? Для быстрой реализации данной задачи необходимо,Такое не предусмотрено в Excel,"Навести курсор мышки на вкладку «Главная» выделить диапазон, который необходимо скопировать.","Навести курсор мышки на закладку листа (ярлычок), который необходимо скопировать. Сделать щелчок, левой кнопкой мишки, удерживая кнопку + клавишу CTRL переместить курсор в то место закладок листов, куда следует вставить копию.","Выделить лист. Сделать щелчок, левой кнопкой мишки, переместить курсор в то место закладок листов, куда следует вставить копию.",3
774,Excel_1,practice1,Существует ли ячейка XFD1048578?,Да существует,Нет не существует,"Существует, только с настройки администратора","Существует, если сами добавим строки",1
775,Excel_1,practice1,Команда CTRL+S,Вставит,Вырежет,Повторит ввод,Сохранит,4
776,Excel_1,practice1,Команда CTRL+Z,Сохранит,Отменит ввод,Повторит ввод,Вырежет,2
777,Excel_1,practice1,Можно ли самим изменить параметры перемещения курсора?,"Нет, нельзя","Да, можно",Можно только через параметры «Настройка ленты»,Нет правильного ответа,2
778,Excel_1,practice1,SHIFT+F11 позволяет,Перейти на конец диапазон,Выделить относительный диапазон,Создать новую таблицу,Выделить абсолютный диапазон,3
779,Excel_1,practice1,Выберите правильное высказывание,Несколько ячеек выделенных блоком (=B5:D8),Несколько смежных диапазонов (=N5:P8;E18:H25;I5:L22),Одна ячейка (=А2:А2),Все ответы верны,4
780,Excel_1,practice1,"_______ ссылки позволяют нам зафиксировать строку или столбец (или строку и столбец одновременно), на которые должна ссылаться формула.",Относительная,Абсолютная,Смешанная,Такой ссылки не бывает в Excel,2
781,Excel_1,practice1,"__________ ссылки в Excel изменяются автоматически при копировании формулы вдоль диапазона ячеек, как по вертикали, так и по горизонтали.",Относительная,Абсолютная,Смешанная,Такой ссылки не бывает в Excel,1
782,Excel_1,practice1,Выберите адрес абсолютной ссылки,$A$2,$A2,A$2,Нет правильного ответа,1
783,Excel_1,practice1,"Выберите смешанную ссылку, где при копировании фиксируется колонка, а строка меняется",$A$2,$A2,A$2,Нет правильного ответа,2
784,Excel_1,practice1,"Выберите смешанную ссылку, где при копировании фиксируется строка, а колонка меняется",$A$2,$A2,A$2,Нет правильного ответа,3
785,Excel_1,practice1,"Выберите гибридную ссылку, где можно выделить и строку и столбец",$A$2,$A2,A$2,Нет правильного ответа,4
786,Excel_1,practice1,"В случае если мы используем данные формулы, результат будет одинаковый или разный?
= A1 + A2 + A3 + 5
= СУММ(А1:А3)+5
=СУММ(А1;А2;А3)+5
=СУММ(А1:А3;5)
=СУММ(А1; А2; А3;5)",Одинаковый,Разный,"Одинаковый, если используем F4",Нет правильного ответа,1
787,Excel_prac,Excel_1: practice2,"Как называется файл, созданный в табличном процессоре Excel?",рабочая  книга,рабочий лист,рабочий документ,рабочая страница,1
788,Excel_prac,Excel_1: practice2,Укажите правильные ссылки на ячейку электронной таблицы,АБ17,FF65500,123IQ,правильного ответа нет,2
789,Excel_prac,Excel_1: practice2,Сколько ячеек находится в диапазоне В3:Е9?,32,21,28,27,3
790,Excel_prac,Excel_1: practice2,"В ячейку А3 введено число 5, в ячейку А4 – число 8. Ячейки диапазона А3:А4 выделены и с помощью маркера заполнения скопированы до ячейки А9. Какая информация будет содержаться в ячейке А8?",23,13,8,20,4
791,Excel_prac,Excel_1: practice2,Для вычисления среднего значения диапазона ячеек от А112 до А 125 электронной таблицы Excel необходимо использовать формулу:,=СРЗНАЧ(А112;А125),=СРЗНАЧ(А112:А125),=СРЗНАЧ(А112+А125),"=СРЗНАЧ(А112,А125)",2
792,Excel_prac,Excel_1: practice2,Какое расширение имеет рабочая книга MS Excel?,txt,gif,doc,xls,4
793,Excel_prac,Excel_1: practice2,Для вычисления минимального значения диапазона ячеек от С12 до С18 электронной таблицы Excel необходимо использовать формулу:,= МИН(С12:С18),"= МИН(С12,С18) – С7",= МИН(С12+С18),=МИН(С12;С18),1
794,Excel_2,Excel_3 practice,"В фаиле ""Задание"" откройте страницу ""Задание 1""
выберите правильный вариант ответа, на вопрос:
цифры 1, 2, 3 это:","1 - обычный режим, 2 - заголовки столбцов, 3- номера строк","1 - обычный режим, 2 - режим разметки страниц, 3 - страничный режим","1 - обычный режим, 2 - заголовки столбцов, 3- активный лист","1 - обычный режим, 2 - кнопка записи макроса, 3- номера строк",2
795,Excel_2,Excel_3 practice,"В фаиле ""Задание"" откройте страницу ""Задание 1"", выберите правильный вариант ответа:
4, 5, 6 это:","4- создать новый лист, 5 - не активный лист, 6 - кнопа записи макросов","4- обычный режим, 5 - номера строк, 6 - кнопа записи макросов","4- создать новый лист, 5 - не активный лист, 6 - кнопа записи макросов","4- создать новый лист, 5 - режим разметки страниц, 6 - заголовки столбцов",1
796,Excel_2,Excel_3 practice,"В фаиле ""Задание"" откройте страницу ""Задание 1"", выберите правльный вариант ответа:
7, 8, 9 = имеют следующее значение","7 - Активный лист, 8- обычный режим - 9 страничный режим","7- Активный лист, 8 - кнопка записи макроса, 9 - Текущая активная ячейка","7- страничный режим, 8 - Номера строк, 9 - Текущая активная ячейка","7- Активный лист, 8 - Номера строк, 9 - Текущая активная ячейка",4
797,Excel_2,Excel_3 practice,"В фаиле ""Задание"" откройте страницу ""Задание 4""
найдите средний возраст вкладчиков","30,8","50,5","42,8","40,10",3
798,Excel_2,Excel_3 practice,"В фаиле ""Задание"" откройте страницу ""Задание 4"", выберите правильный ответ - Средняя заработная плата равна",29 5054,30 758,10 500,35 000,1
799,Excel_2,Excel_3 practice,"В фаиле ""Задание"" откройте страницу ""Задание 4"", выберите правильное значение на вопрос:
Общая сумма вклада равна",50 775 200,42 775 200,42 008 000,420 775 200,2
800,Excel_2,Excel_3 practice,"В фаиле ""Задание"" откройте страницу ""Задание 4"", выберите правильное значение на вопрос:
Минимальное сумма вознаграждение равна",100 000,1 000,100,0,4
801,Excel_2,Excel_3 practice,"В фаиле ""Задание"" откройте страницу ""Задание 4"", выберите правильное значение на вопрос:
Максимальная сумма вознаграждения равна",428 217 054,42 775 200,1 040 000,129 400,3
802,Excel_2,Excel_3 practice,"В фаиле ""Задание"" откройте страницу ""Задание 4"", выберите правильное значение на вопрос:
Число чисел в столбце ""Вознаграждение"" равна",129,140,129,130,1
803,Excel_2,Excel_3 practice,"В фаиле ""Задание"" откройте страницу ""Задание 4"", найдите общее количество вознаграждения по региону 1 среди мужчин, чей возраст равен 40",0,170 000,80 000,150 000,1
804,Excel_2,Excel_3 practice,"В фаиле ""Задание"" откройте страницу ""Задание 4"", найдите общее количество вознаграждения по региону 3 среди мужчин, чей возраст равен 40",150 000,500 000,0,170 000,4
805,Excel_2,Excel_3 practice,"В фаиле ""Задание"" откройте страницу ""Задание 4"", найдите общее количество вознаграждения по региону 1 среди женщин, чья заработная плата равна 150 000",0,165 000,34 200,30 000,3
806,Excel_2,Excel_3 practice,"В фаиле ""Задание"" откройте страницу ""Задание 4"", найдите общее количество вознаграждения по региону 2 среди женщин, чья заработная плата равна 150 000",30 000,34 200,0,165 000,1
807,Excel_2,Excel_3 practice,"В фаиле ""Задание"" откройте страницу ""Задание 4"", найдите общее количество вознаграждения по региону 3 среди женщин, чья заработная плата равна 150 000",34 200,30 000,0,16 000,3
808,Excel_2,Excel_3 practice,"В фаиле ""Задание"" откройте страницу ""Задание 4"", найдите общее количество вознаграждения по региону 4 среди женщин, чья заработная плата равна 150 000",34 200,30 000,0,165 000,4
809,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"", найдите общее количество записей по столбцу «Грузоподъемность» используя формулу СЧЁТ",500,462,320,100,2
810,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите максимальное число по столбцу «Грузоподъемность»",80,100,76.2,465000,3
811,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите минимальное число по столбцу «Грузоподъемность»",100,78,50,65,4
812,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите среднее  число по столбцу «Грузоподъемность»","70,069",800,10,50,1
813,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите общий вес по столбцу «Грузоподъемность»",777,32372,888,23548,2
814,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите общий вес груза",756100,998840,34106084,777888,3
815,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите максимальный вес груза",55777,100000,88000,75000,4
816,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите минимальный вес груза",57850,333140,85410,665547,1
817,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите средний вес груза",778895.10,55187,68212.17,333.150,3
818,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите уникальные записи по столбцу «Род вагона»","МАРГИЛАН, ТЮЛЬКУБАС, ГУЛИСТАН","Зерновозы, Остальные,","Зерновозы, Остальные, Крытые",Нет правильного ответа,3
819,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите количество уникальных записей по столбцу «Станция погрузки»",28,50,30,10,1
820,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите количество уникальных записей по столбцу «Страна назначения»",15,4,28,10,2
821,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите уникальных записи по столбцу «Страна назначения»",нет правильного ответа,"Узбекистан, Казахстан, Остальные, Крытые","Зерновозы, Остальные, Крытые","Узбекистан, Казахстан, Киргизия, Таджикистан",4
822,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите количество записей по столбцу «Плата по дорогам» используя формулу СЧЁТ",488,50,10,500,1
823,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите минимальное число по столбцу «Плата по дорогам»",50000,10,5,0,4
824,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите максимальное число по столбцу «Плата по дорогам»",34 200,30 000,193 520,165 000,3
825,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите среднее значение веса груза по станции назначения «АК-КУЛЬ»",258915,875890,80000,64850,4
826,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите среднее значение веса груза по станции назначения «ЧЕРНОВОДСКИЙ (РЗД)»",80000,65000,55000,147560,2
827,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите среднее значение веса груза по станции назначения «АЛМА-АТА 1»",100000,996000,68000,55914,3
828,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите среднее значение веса груза по станции назначения «ЕРКЕНШИЛИК»","15023,40",777888,"5582,10","68411,76",4
829,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите сумму платы по дорогам по станции назначения «ЕРКЕНШИЛИК»",923627,606204,1329640,6323162,1
830,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите сумму платы по дорогам по станции назначения «ЯЛАНГАЧ»","68411,76",923627,606204,1329640,4
831,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите сумму платы по дорогам по станции назначения «ХАМЗА»",98877,6323162,8740123,1329640,2
832,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите сумму платы по дорогам по станции назначения «ПШЕНИЦА»",321489,885540,88774025,Нет правильного ответа,4
833,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите станцию назначения которая имеет максимальный сумму по плате по дорогам",АККЕМЕР,МАНКЕНТ,БАЙСЕРКЕ,ТОЙТЕПА,2
834,Excel_4,Excel_4,"В фаиле ""Задание"" откройте страницу ""Задание 2"" найдите станции назначения которые имеют минимальные суммы по плате по дорогам",АК-КУЛЬ и ГАЛАБА-ЭКСПР,МАРГИЛАН,БАЙСЕРКЕ и СЕРГЕЛИ,Нет правильного ответа,1
835,ATU,AMADEUS 1,Референция/Код агента (sign) это,Office ID,"это некий код (ключ), позволяющий системе Amadeus идентифицировать агента и впустить его для работы в терминале.","Логин и пароль, который пользователь придумал сам","Это код офиса ID, позволяющий системе Amadeus идентифицировать агента и впустить его для работы в терминале.",2
836,ATU,AMADEUS 1,Референция агента состоит из,Только цифр,4-х цифр и 2-х букв.,Только букв,"Цифр, букв и знаков",2
837,ATU,AMADEUS 1,Через какое время должен меняться пароль?,90 дней,100 дней,7 дней,Каждый день,1
838,ATU,AMADEUS 1,Для чего нужен пароль?,Для того что бы не зайти в другой ID офиса,Для защиты ID офиса от несанкционированного использования.,Для заменя его,Для защиты вашей референции от несанкционированного использования.,4
839,ATU,AMADEUS 1,Пароль должен состоять,На усмотрение пользователя,Из любого количества букв,Из не менее 7  и не более 8 символов (цифр и букв).,Из любого количества цифр,3
840,ATU,AMADEUS 1,Графический режим,В Амадеусе не предусмотрен графический режим,запрос информации с заполнением специальной маски,Все зависит как настроен ID офис,запрос информации с набором определенных транзакций,2
841,ATU,AMADEUS 1,Командный режим,запрос информации с заполнением специальной маски,запрос информации с набором определенных транзакций,В Амадеусе не предусмотрен командный режим,Все зависит как настроен ID офис,2
842,ATU,AMADEUS 1,Запрос информации с заполнением специальной маски это,Графический режим,Командный режим,Ввод пароля,Офис ID,1
843,ATU,AMADEUS 1,Запрос информации с набором определенных транзакций это,Графический режим,Командный режим,Ввод пароля,Офис ID,2
844,ATU,AMADEUS 1,Команда JD позволяет,Войти в систему,Отображать информацию о статусах рабочих полей,Найти код авиакомпании,Перелистнуть на следующий день,2
845,ATU,AMADEUS 1,Статус SIGNED показывает,Номер терминала,В какие поля вписан агент,Office ID,Режим работы,2
846,ATU,AMADEUS 1,Какой статус показывает в какие поля вписан агент,SIGNED,Индикатор IN,Office ID,JD,2
847,ATU,AMADEUS 1,Режим работы: PRD это,Тренировочный режим,Командный режим,Референция агента,Реальный режим,4
848,ATU,AMADEUS 1,Режим работы: TRN это,Командный режим,Референция агента,Тренировочный режим,Реальный режим,3
849,ATU,AMADEUS 1,"Команда JI0001AA/SU – пароль,  позволяет",Информация о статусах рабочих полей,Вход в систему,Узнать статус полей,Поменять референцию,2
850,ATU,AMADEUS 1,"В команде     JI0001AA/SU – пароль,   JI  означает",буквенный код агента,цифровой код агента,номер офиса,JIMP IN команда,4
851,ATU,AMADEUS 1,"В команде     JI0001AA/SU – пароль,   0001 означает",цифровой код агента,JIMP IN команда,буквенный код агента,номер офиса,1
852,ATU,AMADEUS 1,"В команде     JI0001AA/SU – пароль,   AA означает",номер офиса,буквенный код агента,тип доступа,цифровой код агента,2
853,ATU,AMADEUS 1,"В команде     JI0001AA/SU – пароль,   SU означает",буквенный код агента,тип доступа,цифровой код агента,номер офиса,2
854,ATU,AMADEUS 1,Вход в определенное поле можно пройти по команде,JIE/F0001AA/su-...,JI*0001AA/su- ...,JI0001AA/SU - пароль,JID0001AA/su-...,4
855,ATU,AMADEUS 2,Вход в несколько полей можно по команде,JIE/F0001AA/su-...,JID0001AA/su-...,JI*0001AA/su- ...,JI0001AA/SU - пароль,1
856,ATU,AMADEUS 2,Вход во все рабочие поля одновременно можно по команде,JID0001AA/su-...,JI*0001AA///*su- .,JI*0001AA/su- ...,JI0001AA/SU - пароль,3
857,ATU,AMADEUS 2,Команда JID0001AA/su-...позволяет,Вход в несколько полей,Вход в определенное поле,Вход во все рабочие поля одновременно,Узнать статус полей,2
858,ATU,AMADEUS 2,Команда JIE/F0001AA/su-...позволяет,Вход в несколько полей,Вход в определенное поле,Узнать статус рабочих полей,Вход во все рабочие поля одновременно,1
859,ATU,AMADEUS 2,Команда   JI*0001AA/su- ...            позволяет,Вход в несколько полей,Вход в определенное поле,Вход во все рабочие поля одновременно,Узнать статус рабочих полей,3
860,ATU,AMADEUS 2,Команда для перехода в другое поле,JM,JI*0001AA///*su- .,JI*0001AA/su-,JI0001AA/SU - пароль,1
861,ATU,AMADEUS 2,Команда JM позволяет,Войти во все рабочие поля одновременно,Войти в несколько полей,Перейти в другое поле,Войти в определенное поле,3
862,ATU,AMADEUS 2,Какой командой можно осуществить выход из текущего поля,JO,JOC,JOA/B,JO*,1
863,ATU,AMADEUS 2,Выход из определенного поля  используется команда,JO,JOC,JOA/B,JO*,2
864,ATU,AMADEUS 2,Команда JO позволяет,Выйти из текущего поля,Выйти из несколько полей,Выйти из всех полей одновременно,Выйти из определенного поля,1
865,ATU,AMADEUS 2,Команда   JOC   позволяет,Выйти из определенного поля,Выйти из текущего поля,Выйти из несколько полей,Выйти из всех полей одновременно,1
866,ATU,AMADEUS 2,Команда JOA/B   позволяет,Выйти из определенного поля,Выйти из текущего поля,Выйти из несколько полей,Выйти из всех полей одновременно,3
867,ATU,AMADEUS 2,Команда JO* позволяет,Выйти из определенного поля,Выйти из текущего поля,Выйти из несколько полей,Выйти из всех полей одновременно,4
868,ATU,AMADEUS 2,Команда кодирования города,PAN,DAN,PAR,DAC,2
869,ATU,AMADEUS 2,Команда кодирования аэропорта,PAN,DAN,PAR,DAC,2
870,ATU,AMADEUS 2,После введения команды DANPARIS мы можем увидеть информацию,"Код города, коды аэропортов, коды международных автобусных остановок, железно дорожные станции",Только код города и коды аэропортов,"Только код города, коды аэропортов и железно дорожные станции","Только код города,",1
871,ATU,AMADEUS 2,Выберите правильный код что бы закодировать город Санкт-Петербург,DANDOMODEDOVO,DANMALPENSA,DANSAINT PETERSBURG,DAСSAINT PETERSBURG,3
872,ATU,AMADEUS 2,Выберите правильный код что бы закодировать аэропорт Домодедово,DANDOMODEDOVO,DANSAINT PETERSBURG,DANMALPENSA,DAСSAINT PETERSBURG,1
873,ATU,AMADEUS 2,Выберите правильный код что бы закодировать аэропорт Мальпенсия,DANDOMODEDOVO,DANSAINT PETERSBURG,DANMALPENSA,DAСSAINT PETERSBURG,3
874,ATU,AMADEUS 2,Код для поиска кода города по начальным буквам:,DANLON,DANLON*/,DANLON//,DANLON*,4
875,ATU,AMADEUS 2,Поиск кода города в определенной стране осуществляется по коду,DANLONDON*US,DANLONDON/US,DANLONDON//US,DANLONDONUS,2
876,ATU,AMADEUS 3,"Кодирование всех городов/аэропортов, на определенную букву в стране:",DANK//KZ,DANK*KZ,DANK*/KZ,DANK/KZ,4
877,ATU,AMADEUS 3,Код DANK/KZ позволяет,Поиск кода города в определенной стране,Поиск кода города по начальным буквам,"Кодирование всех городов/аэропортов, на определенную букву в стране:",Закодировать страну,3
878,ATU,AMADEUS 3,Код   DANLONDON/US позволит,Поиск кода города в определенной стране,Поиск кода города по начальным буквам,Закодировать страну,"Кодирование всех городов/аэропортов, на определенную букву в стране:",1
879,ATU,AMADEUS 3,Код DANLON*    позволяет,"Кодирование всех городов/аэропортов, на определенную букву в стране",Закодировать страну,Поиск кода города в определенной стране,Поиск кода города по начальным буквам:,4
880,ATU,AMADEUS 3,Раскодирование города можно используя код,DAC*MOW,DAC//MOW,DACMOW,DAC/MOW,3
881,ATU,AMADEUS 3,Кодирование страны можно через код,DC/ITALY,DCKZ,DCK,DCITALY,4
882,ATU,AMADEUS 3,Раскодирование страны можно через код,DC/ITALY,DCITALY,DCKZ,DCK,3
883,ATU,AMADEUS 3,Раскодирование по первой букве можно через код,DC/ITALY,DCITALY,DCKZ,DCK,4
884,ATU,AMADEUS 3,Кодирование авиакомпании можно через код,DNA/AIR FRANCE,DNAAIR FRANCE,DNAKC,DNA220,2
885,ATU,AMADEUS 3,Раскодирование авиакомпании можно через код,DNA/AIR FRANCE,DNAAIR FRANCE,DNAKC,DNA220,3
886,ATU,AMADEUS 3,По  цифровому  коду  авиакомпании можно по коду,DNA/AIR FRANCE,DNAAIR FRANCE,DNAKC,DNA220,4
887,ATU,AMADEUS 3,Кодирование типа самолета можно по коду,DNEBOEING 747,DAC321,DACBOEING 747,DNE321,1
888,ATU,AMADEUS 3,Раскодирование типа самолета можно по коду,DNE321,DNEBOEING 747,DAC321,DACBOEING 747,1
889,ATU,AMADEUS 3,Определить текущее время в городе можно по коду,DDTYO,DDTYO/ALA,DDMIL1200/ALA,DDZZZ1545/ALA,1
890,ATU,AMADEUS 3,Определить  разницу во времени  между  городами можно по коду,DDTYO/ALA,DDTYO,DDMIL1200/ALA,DDZZZ1545/ALA,1
891,ATU,AMADEUS 3,Рассчитать  определенное время можно по коду,DDTYO/ALA,DDTYO,DDMIL1200/ALA,DDZZZ1545/ALA,3
892,ATU,AMADEUS 3,Рассчитать  время GMT (по Гринвичу) можно по коду,DDTYO/ALA,DDTYO,DDMIL1200/ALA,DDZZZ1545/ALA,4
893,ATU,AMADEUS 3,Определить день недели на конкретную дату можно по коду,DD21MAY,DD21MAY15,DD10APR/14,DD21DEC/-14,1
894,ATU,AMADEUS 4,Рассчитать с уточнением года можно по коду,DD21MAY,DD21MAY15,DD10APR/14,DD21DEC/-14,2
895,ATU,AMADEUS 4,Добавить к дате определенное количество дней можно по коду,DD21MAY,DD21MAY15,DD10APR/14,DD21DEC/-14,3
896,ATU,AMADEUS 3,Отнять от даты определенное количество дней можно по коду,DD21MAY,DD21MAY15,DD10APR/14,DD21DEC/-14,4
897,ATU,AMADEUS 4,Non-Stop   это,"рейс, выполняемый от пункта отправления до пункта назначения, без остановок","рейс, выполняемый от пункта отправления до пункта назначения с промежуточными посадками которые не отражаются  в авиабилете. Тип самолета и номер рейса не меняются.","рейс, выполняемый от пункта отправления до пункта назначения с пересадками, отражаемыми в авиабилете. Меняется номер рейса, возможно изменение типа самолета и даже а/к",Все ответы верны,1
898,ATU,AMADEUS 4,Direc это рейс,"рейс, выполняемый от пункта отправления до пункта назначения, без остановок","рейс, выполняемый от пункта отправления до пункта назначения с промежуточными посадками которые не отражаются  в авиабилете. Тип самолета и номер рейса не меняются.","рейс, выполняемый от пункта отправления до пункта назначения с пересадками, отражаемыми в авиабилете. Меняется номер рейса, возможно изменение типа самолета и даже а/к",Все ответы верны,2
899,ATU,AMADEUS 4,Connecting это,"рейс, выполняемый от пункта отправления до пункта назначения, без остановок","рейс, выполняемый от пункта отправления до пункта назначения с промежуточными посадками которые не отражаются  в авиабилете. Тип самолета и номер рейса не меняются.","рейс, выполняемый от пункта отправления до пункта назначения с пересадками, отражаемыми в авиабилете. Меняется номер рейса, возможно изменение типа самолета и даже а/к",Все ответы верны,3
900,ATU,AMADEUS 4,Нейтральное расписание это,экран которое отражает только расписание рейсов,Экран которое отражает расписание и наличие мест,Экран который отражает детали рейса,Экран расписания который показывает расписание на определенный день,1
901,ATU,AMADEUS 4,Operating carrier (обслуживающий перевозчик),"авиакомпания, которая фактически совершает перевозку","это авиакомпания, которая предоставляет свои тарифы и правила их применения и чей двухбуквенный код будет указан на полетных купонах","это авиакомпания, чей цифровой код печатается в билете (на чьем билете)","соглашение между двумя авиакомпаниями,  оба перевозчика продают места на один и  тот же борт каждый под своим кодом, применяя собственные тарифы.",1
902,ATU,AMADEUS 4,Blocked Space,"авиакомпания, которая фактически совершает перевозку","это авиакомпания, которая предоставляет свои тарифы и правила их применения и чей двухбуквенный код будет указан на полетных купонах","это авиакомпания, чей цифровой код печатается в билете (на чьем билете)","соглашение между двумя авиакомпаниями,  оба перевозчика продают места на один и  тот же борт каждый под своим кодом, применяя собственные тарифы.",4
903,ATU,AMADEUS 4,Validating carrier (валидирующий перевозчик),"авиакомпания, которая фактически совершает перевозку","это авиакомпания, которая предоставляет свои тарифы и правила их применения и чей двухбуквенный код будет указан на полетных купонах","это авиакомпания, чей цифровой код печатается в билете (на чьем билете)","это авиакомпания, чей цифровой код печатается в билете (на чьем билете)",4
